cuadro;V1;V2;V3;V4;V5;;;;;;;
2;524110;Servicios de explotación de infraestructura para el transporte terrestre, peajes y otros derechos;3,00%;3,90%;4,80%;;;;;;;
2;524120;Servicios de playas de estacionamiento y garajes;3,00%;3,90%;4,80%;;;;;;;
2;524130;Servicios de estaciones terminales de ómnibus y ferroviarias;3,00%;3,90%;4,80%;;;;;;;
2;524190;Servicios complementarios para el transporte terrestre n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;524210;Servicios de explotación de infraestructura para el transporte marítimo, derechos de puerto;3,00%;3,90%;4,80%;;;;;;;
2;524220;Servicios de guarderías náuticas;3,00%;3,90%;4,80%;;;;;;;
2;524230;Servicios para la navegación;3,00%;3,90%;4,80%;;;;;;;
2;524290;Servicios complementarios para el transporte marítimo n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;524310;Servicios de explotación de infraestructura para el transporte aéreo, derechos de aeropuerto;3,00%;3,90%;4,80%;;;;;;;
2;524320;Servicios de hangares y estacionamiento de aeronaves;3,00%;3,90%;4,80%;;;;;;;
2;524330;Servicios para la aeronavegación;3,00%;3,90%;4,80%;;;;;;;
2;524390;Servicios complementarios para el transporte aéreo n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIO DE CORREOS Y MENSAJERÍAS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;530010;Servicio de correo postal;4,00%;4,00%;4,00%;;;;;;;
2;530090;Servicios de mensajerías.;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS DE ALOJAMIENTO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;551010;Servicios de alojamiento por hora;4,50%;4,50%;4,50%;;;;;;;
2;551021;Servicios de alojamiento en pensiones;3,00%;3,90%;3,90%;;;;;;;
2;551022;Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que incluyen servicio de restaurante al público;3,00%;3,90%;4,00%;;;;;;;
2;551023;Servicios de alojamiento en hoteles, hosterías y residenciales similares, excepto por hora, que no incluyen servicio de restaurante al público;3,00%;3,90%;4,00%;;;;;;;
2;551090;Servicios de hospedaje temporal n.c.p.;3,00%;3,90%;4,00%;;;;;;;
2;552000;Servicios de alojamiento en campings;3,00%;3,90%;4,00%;;;;;;;
2;SERVICIOS DE COMIDAS Y BEBIDAS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;561011;Servicios de restaurantes y cantinas sin espectáculo;3,00%;3,90%;4,00%;;;;;;;
2;561012;Servicios de restaurantes y cantinas con espectáculo;3,00%;3,90%;4,00%;;;;;;;
2;561013;"Servicios de ""fast food"" y locales de venta de comidas y bebidas al paso";3,00%;3,90%;4,00%;;;;;;;
2;561014;Servicios de expendio de bebidas en bares;3,00%;3,90%;4,00%;;;;;;;
2;561019;Servicios de expendio de comidas y bebidas en establecimientos con servicio de mesa y/o en mostrador n.c.p.;3,00%;3,90%;4,00%;;;;;;;
2;561020;Servicios de preparación de comidas para llevar;3,00%;3,90%;4,80%;;;;;;;
2;561030;Servicio de expendio de helados;3,00%;3,90%;4,80%;;;;;;;
2;561040;Servicios de preparación de comidas realizadas por/para vendedores ambulantes;3,00%;3,90%;4,80%;;;;;;;
2;562010;Servicios de preparación de comidas para empresas y eventos;3,00%;3,90%;4,80%;;;;;;;
2;562091;Servicios de cantinas con atención exclusiva a los empleados o estudiantes dentro de empresas o establecimientos educativos;3,00%;3,90%;4,00%;;;;;;;
2;562099;Servicios de comidas n.c.p.;3,00%;3,90%;4,00%;;;;;;;
2;SERVICIOS DE EDICIÓN;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;581100;Edición de libros, folletos, y otras publicaciones;0,00%;0,00%;0,00%;;;;;;;
2;581200;Edición de directorios y listas de correos;1,50%;1,95%;2,40%;;;;;;;
2;581300;Edición de periódicos, revistas y publicaciones periódicas;0,00%;0,00%;0,00%;;;;;;;
2;581900;Edición n.c.p.;1,50%;1,95%;2,40%;;;;;;;
2;SERVICIOS DE CINEMATOGRAFÍA;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;591110;Producción de filmes y videocintas;3,00%;3,90%;4,80%;;;;;;;
2;591120;Postproducción de filmes y videocintas;3,00%;3,90%;4,80%;;;;;;;
2;591200;Distribución de filmes y videocintas;2,50%;3,90%;4,80%;;;;;;;
2;591300;Exhibición de filmes y videocintas;3,00%;3,90%;4,80%;;;;;;;
2;592000;Servicios de grabación de sonido y edición de música;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS DE RADIO Y TELEVISIÓN;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;601000;Emisión y retransmisión de radio;3,00%;3,90%;4,80%;;;;;;;
2;602100;Emisión y retransmisión de televisión abierta;3,00%;3,90%;4,80%;;;;;;;
2;602200;Operadores de televisión por suscripción.;3,00%;3,90%;4,80%;;;;;;;
2;602310;Emisión de señales de televisión por suscripción;3,00%;3,90%;4,80%;;;;;;;
2;602320;Producción de programas de televisión;3,00%;3,90%;4,80%;;;;;;;
2;602900;Servicios de televisión n.c.p;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS DE TELECOMUNICACIONES;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;611010;Servicios de locutorios;4,00%;4,00%;4,00%;;;;;;;
2;611090;Servicios de telefonía fija, excepto locutorios;4,00%;4,00%;4,00%;;;;;;;
2;612000;Servicios de telefonía móvil;6,50%;6,50%;6,50%;;;;;;;
2;613000;Servicios de telecomunicaciones vía satélite, excepto servicios de transmisión de televisión;3,00%;3,00%;3,00%;;;;;;;
2;614010;Servicios de proveedores de acceso a internet;3,00%;3,90%;4,00%;;;;;;;
2;614090;Servicios de telecomunicación vía internet n.c.p.;3,00%;3,90%;4,00%;;;;;;;
2;619000;Servicios de telecomunicaciones n.c.p.;4,00%;4,00%;4,00%;;;;;;;
2;SERVICIOS DE PROGRAMACION Y CONSULTORA INFORMATICA Y ACTIVIDADES CONEXAS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;620101;Desarrollo y puesta a punto de productos de software;3,00%;3,90%;4,80%;;;;;;;
2;620102;Desarrollo de productos de software específicos;3,00%;3,90%;4,80%;;;;;;;
2;620103;Desarrollo de software elaborado para procesadores;3,00%;3,90%;4,80%;;;;;;;
2;620104;Servicios de consultores en informática y suministros de programas de informática;3,00%;3,90%;4,80%;;;;;;;
2;620200;Servicios de consultores en equipo de informática;3,00%;3,90%;4,80%;;;;;;;
2;620300;Servicios de consultores en tecnología de la información;3,00%;3,90%;4,80%;;;;;;;
2;620900;Servicios de informática n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;620900-1;La prestación de servicios de cualquier naturaleza, vinculados directa o indirectamente, con operatorias relacionadas con activos digitales;7,00%;7,00%;7,00%;;;;;;;
2;ACTIVIDADES DE PRESTACIÓN DE SERVICIOS DE INFORMACIÓN;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;631110;Procesamiento de datos;3,00%;3,90%;4,80%;;;;;;;
2;631120;Hospedaje de datos;3,00%;3,90%;4,80%;;;;;;;
2;631190;Actividades conexas al procesamiento y hospedaje de datos n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;631201;Portales web por suscripción;3,10%;4,03%;4,96%;;;;;;;
2;631202;Portales web;3,00%;3,90%;4,80%;;;;;;;
2;639100;Agencias de noticias;3,00%;3,90%;4,80%;;;;;;;
2;639900;Servicios de información n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;INTERMEDIACIÓN FINANCIERA Y OTROS SERVICIOS FINANCIEROS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;641100;Servicios de la banca central;7,00%;7,00%;7,00%;;;;;;;
2;641910;Servicios de la banca mayorista;7,00%;7,00%;7,00%;;;;;;;
2;641920;Servicios de la banca de inversión;7,00%;7,00%;7,00%;;;;;;;
2;641930;Servicios de la banca minorista;7,00%;7,00%;7,00%;;;;;;;
2;641941;Servicios de intermediación financiera realizada por las compañías financieras;7,00%;7,00%;7,00%;;;;;;;
2;641942;Servicios de intermediación financiera realizada por sociedades de ahorro y préstamo para la vivienda y otros inmuebles;0,00%;0,00%;0,00%;;;;;;;
2;641943;Servicios de intermediación financiera realizada por cajas de crédito;7,00%;7,00%;7,00%;;;;;;;
2;642000;Servicios de sociedades de cartera;7,00%;7,00%;7,00%;;;;;;;
2;643001;Servicios de fideicomisos;7,00%;7,00%;7,00%;;;;;;;
2;643009;Fondos y sociedades de inversión y entidades financieras similares n.c.p.;7,00%;7,00%;7,00%;;;;;;;
2;649100;Arrendamiento financiero, leasing;7,00%;7,00%;7,00%;;;;;;;
2;649210;Actividades de crédito para financiar otras actividades económicas;7,00%;7,00%;7,00%;;;;;;;
2;649220;Servicios de entidades de tarjeta de compra y/o crédito;7,00%;7,00%;7,00%;;;;;;;
2;649290;Servicios de crédito n.c.p.;7,00%;7,00%;7,00%;;;;;;;
2;649910;"Servicios de agentes de mercado abierto ""puros""";7,00%;7,00%;7,00%;;;;;;;
2;649991;Servicios de socios inversores en sociedades regulares según Ley 19.550 - S.R.L., S.C.A, etc, excepto socios inversores en sociedades anónimas incluidos en 649999 -;7,00%;7,00%;7,00%;;;;;;;
2;649999;Servicios de financiación y actividades financieras n.c.p.;7,00%;7,00%;7,00%;;;;;;;
2;649999-1;Los servicios destinados a facilitar la gestión y/o intercambio de activos digitales por monedas fiduciarias de curso legal, otras criptomonedas o cualquier tipo de bienes - y viceversa-, a través de plataformas online, sitios web, aplicaciones tecnológicas, dispositivos y/o plataformas digitales y/o móviles o similares ( exchanges de criptomonedas);7,00%;7,00%;7,00%;;;;;;;
2;649999-2;Compra - Venta de activos digitales;3,00%;3,00%;3,00%;;;;;;;
2;649999-3;Venta de activos digitales recibidas por operaciones de canje;3,00%;3,00%;3,00%;;;;;;;
2;649999-4;La prestación de servicios de intermediación relacionadas con activos digitales.;7,00%;7,00%;7,00%;;;;;;;
2;649999-5;La renta proveniente de las inversiones en todo tipo de instrumento financiero incluida las inversiones en activos digitales . El pago del tributo resultante de esta actividad se efectuará a través de un régimen de retención que dispondrá la Dirección General de Rentas y que tendrá el carácter de pago único y definitivo.;3,00%;3,00%;3,00%;;;;;;;
2;SERVICIOS DE SEGUROS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;651110;Servicios de seguros de salud;7,00%;7,00%;7,00%;;;;;;;
2;651120;Servicios de seguros de vida;7,00%;7,00%;7,00%;;;;;;;
2;651130;Servicios de seguros personales excepto los de salud y de vida;7,00%;7,00%;7,00%;;;;;;;
2;651210;Servicios de aseguradoras de riesgo de trabajo (ART);7,00%;7,00%;7,00%;;;;;;;
2;651220;Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART);7,00%;7,00%;7,00%;;;;;;;
2;651310;Obras Sociales;2,50%;3,25%;4,00%;;;;;;;
2;651320;Servicios de cajas de previsión social pertenecientes a asociaciones profesionales;7,00%;7,00%;7,00%;;;;;;;
2;652000;Reaseguros;7,00%;7,00%;7,00%;;;;;;;
2;653000;Administración de fondos de pensiones, excepto la seguridad social obligatoria;7,00%;7,00%;7,00%;;;;;;;
2;SERVICIOS AUXILIARES A LA ACTIVIDAD FINANCIERA;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;661111;Servicios de mercados y cajas de valores;7,00%;7,00%;7,00%;;;;;;;
2;661121;Servicios de mercados a término;7,00%;7,00%;7,00%;;;;;;;
2;661131;Servicios de bolsas de comercio;7,00%;7,00%;7,00%;;;;;;;
2;661910;Servicios bursátiles de mediación o por cuenta de terceros;7,00%;7,00%;7,00%;;;;;;;
2;661920;Servicios de casas y agencias de cambio;7,00%;7,00%;7,00%;;;;;;;
2;661930;Servicios de sociedades calificadoras de riesgos financieros;7,00%;7,00%;7,00%;;;;;;;
2;661991;Servicios de envío y recepción de fondos desde y hacia el exterior;7,00%;7,00%;7,00%;;;;;;;
2;661992;Servicios de administradoras de vales y tickets;7,00%;7,00%;7,00%;;;;;;;
2;661999;Servicios auxiliares a la intermediación financiera n.c.p.;7,00%;7,00%;7,00%;;;;;;;
2;662010;Servicios de evaluación de riesgos y daños;7,00%;7,00%;7,00%;;;;;;;
2;662020;Servicios de productores y asesores de seguros;7,00%;7,00%;7,00%;;;;;;;
2;662090;Servicios auxiliares a los servicios de seguros n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;663000;Servicios de gestión de fondos a cambio de una retribución o por contrata;7,00%;7,00%;7,00%;;;;;;;
2;SERVICIOS INMOBILIARIOS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;681010;Servicios de alquiler y explotación de inmuebles para fiestas, convenciones y otros eventos similares;4,00%;5,20%;6,40%;;;;;;;
2;681020;Servicios de alquiler de consultorios médicos;3,00%;3,90%;4,80%;;;;;;;
2;681098;Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.;3,00%;3,90%;4,00%;;;;;;;
2;681099;Servicios inmobiliarios realizados por cuenta propia, con bienes rurales propios o arrendados n.c.p.;3,00%;3,90%;4,00%;;;;;;;
2;682010;Servicios de administración de consorcios de edificios;3,00%;3,90%;4,80%;;;;;;;
2;682091;Servicios prestados por inmobiliarias;5,00%;5,00%;5,00%;;;;;;;
2;682099;Servicios inmobiliarios realizados a cambio de una retribución o por contrata n.c.p.;3,00%;3,90%;4,00%;;;;;;;
2;"SERVICIOS JURÍDICOS, DE CONTABILIDAD Y AUDITORÍA; ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN";Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;691001;Servicios jurídicos;3,00%;3,90%;4,80%;;;;;;;
2;691002;Servicios notariales;3,00%;3,90%;4,80%;;;;;;;
2;692000;Servicios de contabilidad, auditoría y asesoría fiscal;3,00%;3,90%;4,80%;;;;;;;
2;OFICINAS CENTRALES Y SERVICIOS DE ASESORAMIENTO EMPRESARIAL;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;702010;"Servicios de gerenciamiento de empresas e instituciones de salud; servicios de auditoría y medicina legal; servicio de asesoramiento farmacéutico";3,00%;3,90%;4,80%;;;;;;;
2;702091;Servicios de asesoramiento, dirección y gestión empresarial realizados por integrantes de los órganos de administración y/o fiscalización en sociedades anónimas;3,00%;3,90%;4,80%;;;;;;;
2;702092;Servicios de asesoramiento, dirección y gestión empresarial realizados por integrantes de cuerpos de dirección en sociedades excepto las anónimas;3,00%;3,90%;4,80%;;;;;;;
2;702099;Servicios de asesoramiento, dirección y gestión empresarial n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTO TÉCNICO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;711001;Servicios relacionados con la construcción.;3,00%;3,90%;4,80%;;;;;;;
2;711002;Servicios geológicos y de prospección;3,00%;3,90%;4,80%;;;;;;;
2;711003;Servicios relacionados con la electrónica y las comunicaciones;3,00%;3,90%;4,80%;;;;;;;
2;711009;Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;712000;Ensayos y análisis técnicos;3,00%;3,90%;4,80%;;;;;;;
2;INVESTIGACIÓN Y DESARROLLO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;721010;Investigación y desarrollo experimental en el campo de la ingeniería y la tecnología;2,50%;3,25%;4,00%;;;;;;;
2;721020;Investigación y desarrollo experimental en el campo de las ciencias médicas;2,50%;3,25%;4,00%;;;;;;;
2;721030;Investigación y desarrollo experimental en el campo de las ciencias agropecuarias;2,50%;3,25%;4,00%;;;;;;;
2;721090;Investigación y desarrollo experimental en el campo de las ciencias exactas y naturales n.c.p.;2,50%;3,25%;4,00%;;;;;;;
2;722010;Investigación y desarrollo experimental en el campo de las ciencias sociales;2,50%;3,25%;4,00%;;;;;;;
2;722020;Investigación y desarrollo experimental en el campo de las ciencias humanas;2,50%;3,25%;4,00%;;;;;;;
2;SERVICIOS DE PUBLICIDAD E INVESTIGACIÓN DE MERCADO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;731001;Servicios de comercialización de tiempo y espacio publicitario;3,00%;3,90%;4,80%;;;;;;;
2;731009;Servicios de publicidad n.c.p.;5,00%;6,50%;8,00%;;;;;;;
2;732000;Estudio de mercado, realización de encuestas de opinión pública;3,00%;3,90%;4,80%;;;;;;;
2;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS N.C.P.;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;741000;Servicios de diseño especializado;3,00%;3,90%;4,80%;;;;;;;
2;742000;Servicios de fotografía;3,00%;3,90%;4,80%;;;;;;;
2;749001;Servicios de traducción e interpretación;3,00%;3,90%;4,80%;;;;;;;
2;749002;Servicios de representación e intermediación de artistas y modelos;5,00%;6,50%;8,00%;;;;;;;
2;749003;Servicios de representación e intermediación de deportistas profesionales;5,00%;6,50%;8,00%;;;;;;;
2;749009;Actividades profesionales, científicas y técnicas n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS VETERINARIOS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;750000;Servicios veterinarios;2,50%;3,25%;4,00%;;;;;;;
2;ACTIVIDADES DE ALQUILER Y ARRENDAMIENTO, EXCEPTO LAS ACTIVIDADES INMOBILIARIAS;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;771110;Alquiler de automóviles sin conductor;3,00%;3,90%;4,80%;;;;;;;
2;771190;Alquiler de vehículos automotores n.c.p., sin conductor ni operarios;3,00%;3,90%;4,80%;;;;;;;
2;771210;Alquiler de equipo de transporte para vía acuática, sin operarios ni tripulación;3,00%;3,90%;4,80%;;;;;;;
2;771220;Alquiler de equipo de transporte para vía aérea, sin operarios ni tripulación;3,00%;3,90%;4,80%;;;;;;;
2;771290;Alquiler de equipo de transporte n.c.p. sin conductor ni operarios;3,00%;3,90%;4,80%;;;;;;;
2;772010;Alquiler de videos y video juegos;3,00%;3,90%;4,80%;;;;;;;
2;772091;Alquiler de prendas de vestir;3,00%;3,90%;4,80%;;;;;;;
2;772099;Alquiler de efectos personales y enseres domésticos n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;773010;Alquiler de maquinaria y equipo agropecuario y forestal, sin operarios;3,00%;3,90%;4,80%;;;;;;;
2;773020;Alquiler de maquinaria y equipo para la minería, sin operarios;3,00%;3,90%;4,80%;;;;;;;
2;773030;Alquiler de maquinaria y equipo de construcción e ingeniería civil, sin operarios;3,00%;3,90%;4,80%;;;;;;;
2;773040;Alquiler de maquinaria y equipo de oficina, incluso computadoras;3,00%;3,90%;4,80%;;;;;;;
2;773090;Alquiler de maquinaria y equipo n.c.p., sin personal;3,00%;3,90%;4,80%;;;;;;;
2;774000;Arrendamiento y gestión de bienes intangibles no financieros;3,00%;3,90%;4,80%;;;;;;;
2;OBTENCIÓN Y DOTACIÓN DE PERSONAL;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;780001;Empresas de servicios eventuales según Ley N° 24.013 (arts. 75 a 80);3,00%;3,90%;4,80%;;;;;;;
2;780009;Obtención y dotación de personal;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS DE AGENCIAS DE VIAJE Y OTRAS ACTIVIDADES COMPLEMENTARAS DE APOYO TURÍSTICO;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;791101;Servicios minoristas de agencias de viajes excepto en comisión;3,00%;3,90%;4,80%;;;;;;;
2;791102;Servicios minoristas de agencias de viajes en comisión;5,00%;6,50%;8,00%;;;;;;;
2;791201;Servicios mayoristas de agencias de viajes excepto en comisión;3,00%;3,90%;4,80%;;;;;;;
2;791202;Servicios mayoristas de agencias de viajes en comisión;5,00%;6,50%;8,00%;;;;;;;
2;791901;Servicios de turismo aventura;3,00%;3,90%;4,80%;;;;;;;
2;791909;Servicios complementarios de apoyo turístico n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS SEGURIDAD E INVESTIGACIÓN;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;801010;Servicios de transporte de caudales y objetos de valor;2,00%;2,00%;2,00%;;;;;;;
2;801020;Servicios de sistemas de seguridad;3,00%;3,90%;4,80%;;;;;;;
2;801090;Servicios de seguridad e investigación n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE EDIFICIOS Y ESPACIOS VERDES;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;811000;Servicio combinado de apoyo a edificios;2,50%;3,25%;4,00%;;;;;;;
2;812010;Servicios de limpieza general de edificios;2,50%;3,25%;4,00%;;;;;;;
2;812020;Servicios de desinfección y exterminio de plagas en el ámbito urbano;2,50%;3,25%;4,00%;;;;;;;
2;812091;Servicios de limpieza de medios de transporte excepto automóviles;3,00%;3,90%;4,00%;;;;;;;
2;812099;Servicios de limpieza n.c.p.;2,50%;3,25%;4,00%;;;;;;;
2;813000;Servicios de jardinería y mantenimiento de espacios verdes;3,00%;3,90%;4,80%;;;;;;;
2;SERVICIOS EMPRESARIALES N.C.P.;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;821100;Servicios combinados de gestión administrativa de oficinas;3,00%;3,90%;4,80%;;;;;;;
2;821900;Servicios de fotocopiado, preparación de documentos y otros servicios de apoyo de oficina;3,00%;3,90%;4,80%;;;;;;;
2;822001;Servicios de call center por gestión de venta de bienes y/o prestación de servicios;3,00%;3,90%;4,80%;;;;;;;
2;822009;Servicios de call center n.c.p.;3,00%;3,90%;4,80%;;;;;;;
2;823000;Servicios de organización de convenciones y exposiciones comerciales, excepto culturales y deportivos;3,00%;3,90%;4,80%;;;;;;;
2;829100;Servicios de agencias de cobro y calificación crediticia;5,00%;6,50%;8,00%;;;;;;;
2;829200;Servicios de envase y empaque;3,00%;3,90%;4,80%;;;;;;;
2;829901;Servicios de recarga de saldo o crédito para consumo de bienes o servicios;3,00%;3,90%;4,80%;;;;;;;
2;829909;Servicios empresariales n.c.p.;7,00%;7,00%;7,00%;;;;;;;
2;829909-1;Servicios empresariales n.c.p. para contribuyentes comprendidos en la Ley 5024;3,00%;3,00%;3,00%;;;;;;;
2;ADMINISTRACIÓN PÚBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;841100;Servicios generales de la Administración Pública;3,00%;3,90%;4,80%;;;;;;;
2;841200;Servicios para la regulación de las actividades sanitarias, educativas, culturales, y restantes servicios sociales, excepto seguridad social obligatoria;2,50%;3,25%;4,00%;;;;;;;
2;841300;Servicios para la regulación de la actividad económica;3,00%;3,90%;4,80%;;;;;;;
2;841900;Servicios auxiliares para los servicios generales de la Administración Pública;3,00%;3,90%;4,80%;;;;;;;
2;842100;Servicios de asuntos exteriores;3,00%;3,90%;4,80%;;;;;;;
2;842200;Servicios de defensa;3,00%;3,90%;4,80%;;;;;;;
2;842300;Servicios para el orden público y la seguridad;2,50%;3,25%;4,00%;;;;;;;
2;842400;Servicios de justicia;3,00%;3,90%;4,80%;;;;;;;
2;842500;Servicios de protección civil;3,00%;3,90%;4,80%;;;;;;;
2;843000;Servicios de la seguridad social obligatoria, excepto obras sociales;7,00%;7,00%;7,00%;;;;;;;
2;Para contribuyentes que desarrollan el código de Actividad 841900, bajo la modalidad de Servicios personales prestados mediante contratos de locación de obra y servicios, pasantías educativas, etc. celebrados con el Estado Nacional, Provincial y/o Municipal y cuyos ingresos sean inferior a pesos setenta y dos mil quinientos ($ 72.500), la alícuota será del Cero por ciento (0%).-;;;;;;;;;;;
2;ENSEÑANZA;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;851010;Guarderías y jardines maternales;2,50%;3,25%;4,00%;;;;;;;
2;851020;Enseñanza inicial, jardín de infantes y primaria;2,50%;3,25%;4,00%;;;;;;;
2;852100;Enseñanza secundaria de formación general;2,50%;3,25%;4,00%;;;;;;;
2;852200;Enseñanza secundaria de formación técnica y profesional;2,50%;3,25%;4,00%;;;;;;;
2;853100;Enseñanza terciaria;2,50%;3,25%;4,00%;;;;;;;
2;853201;Enseñanza universitaria excepto formación de posgrado;2,50%;3,25%;4,00%;;;;;;;
2;853300;Formación de posgrado;2,50%;3,25%;4,00%;;;;;;;
2;854910;Enseñanza de idiomas;2,50%;3,25%;4,00%;;;;;;;
2;854920;Enseñanza de cursos relacionados con informática;2,50%;3,25%;4,00%;;;;;;;
2;854930;Enseñanza para adultos, excepto discapacitados;2,50%;3,25%;4,00%;;;;;;;
2;854940;Enseñanza especial y para discapacitados;2,50%;3,25%;4,00%;;;;;;;
2;854950;Enseñanza de gimnasia, deportes y actividades físicas;2,50%;3,25%;4,00%;;;;;;;
2;854960;Enseñanza artística;2,50%;3,25%;4,00%;;;;;;;
2;854990;Servicios de enseñanza n.c.p.;2,50%;3,25%;4,00%;;;;;;;
2;855000;Servicios de apoyo a la educación;2,50%;3,25%;4,00%;;;;;;;
2;SERVICIOS DE ATENCIÓN A LA SALUD HUMANA;Ingresos Brutos Mensuales;Hasta $54.250.000;Más de $54.250.000 y menos de $449.500.000;Más de $449.500.000;;;;;;;
2;861010;Servicios de internación excepto instituciones relacionadas con la salud mental;2,50%;3,25%;4,00%;;;;;;;
2;861020;Servicios de internación en instituciones relacionadas con la salud mental;2,50%;3,25%;4,00%;;;;;;;
2;862110;Servicios de consulta médica;2,50%;3,25%;4,00%;;;;;;;
2;862120;Servicios de proveedores de atención médica domiciliaria;2,50%;3,25%;4,00%;;;;;;;
2;862130;Servicios de atención médica en dispensarios, salitas, vacunatorios y otros locales de atención primaria de la salud;2,50%;3,25%;4,00%;;;;;;;
2;862200;Servicios odontológicos;2,50%;3,25%;4,00%;;;;;;;
